,ideCadastro,condicao,matricula,idParlamentar,nome,nomeParlamentar,urlFoto,sexo,uf,partido,gabinete,anexo,fone,email
473,178970,Titular,179,5830751,JOAO SOMARIVA DANIEL,JOÃO DANIEL,http://www.camara.gov.br/internet/deputado/bandep/178970.jpg,masculino,SE,PT,605,4,3215-5605,dep.joaodaniel@camara.gov.br
474,160636,Titular,139,5830752,JOSÉ WILSON SANTIAGO FILHO,WILSON FILHO,http://www.camara.gov.br/internet/deputado/bandep/160636.jpg,masculino,PB,PTB,534,4,3215-5534,dep.wilsonfilho@camara.gov.br
475,160515,Titular,484,5830753,RONALDO JOSÉ BENEDET,RONALDO BENEDET,http://www.camara.gov.br/internet/deputado/bandep/160515.jpg,masculino,SC,PMDB,918,4,3215-5918,dep.ronaldobenedet@camara.gov.br
476,160617,Titular,424,5830754,THIAGO MELLO PEIXOTO DA SILVEIRA,THIAGO PEIXOTO,http://www.camara.gov.br/internet/deputado/bandep/160617.jpg,masculino,GO,PSD,941,4,3215-5941,dep.thiagopeixoto@camara.gov.br
477,74650,Titular,222,5830755,BONIFÁCIO JOSÉ TAMM DE ANDRADA,BONIFÁCIO DE ANDRADA,http://www.camara.gov.br/internet/deputado/bandep/74650.jpg,masculino,MG,PSDB,208,4,3215-5208,dep.bonifaciodeandrada@camara.gov.br
478,178957,Titular,1,5830756,ABEL SALVADOR MESQUITA JUNIOR,ABEL MESQUITA JR.,http://www.camara.gov.br/internet/deputado/bandep/178957.jpg,masculino,RR,DEM,248,4,3215-5248,dep.abelmesquitajr@camara.gov.br
479,178938,Titular,289,5830757,BENEVENUTO DACIOLO FONSECA DOS SANTOS,CABO DACIOLO,http://www.camara.gov.br/internet/deputado/bandep/178938.jpg,masculino,RJ,AVANTE,803,4,3215-5803,dep.cabodaciolo@camara.gov.br
480,178898,Titular,266,5830759,SERGIO LUCIO DE ALMEIDA,TENENTE LÚCIO,http://www.camara.gov.br/internet/deputado/bandep/178898.jpg,masculino,MG,PSB,239,4,3215-5239,dep.tenentelucio@camara.gov.br
481,74140,Titular,197,5830760,JOSÉ CARLOS LEÃO DE ARAÚJO,JOSÉ CARLOS ARAÚJO,http://www.camara.gov.br/internet/deputado/bandep/74140.jpg,masculino,BA,PR,232,4,3215-5232,dep.josecarlosaraujo@camara.gov.br
482,73433,Titular,336,5830761,ARLINDO CHIGNALIA JUNIOR,ARLINDO CHINAGLIA,http://www.camara.gov.br/internet/deputado/bandep/73433.jpg,masculino,SP,PT,4,1,3215-5966,dep.arlindochinaglia@camara.gov.br
483,76287,Titular,311,5830762,MARCELO VIVIANI GONÇALVES,MARCELO MATOS,http://www.camara.gov.br/internet/deputado/bandep/76287.jpg,masculino,RJ,PHS,579,3,3215-5579,dep.marcelomatos@camara.gov.br
484,160621,Titular,465,5830763,SANDRO ALEX CRUZ DE OLIVEIRA,SANDRO ALEX,http://www.camara.gov.br/internet/deputado/bandep/160621.jpg,masculino,PR,PSD,221,4,3215-5221,dep.sandroalex@camara.gov.br
485,64960,Titular,6,5830765,MARIA HELENA VERONESE RODRIGUES,MARIA HELENA,http://www.camara.gov.br/internet/deputado/bandep/64960.jpg,feminino,RR,PSB,410,4,3215-5410,dep.mariahelena@camara.gov.br
486,160673,Titular,502,5830766,GIOVANI CHERINI,GIOVANI CHERINI,http://www.camara.gov.br/internet/deputado/bandep/160673.jpg,masculino,RS,PR,468,3,3215-5468,dep.giovanicherini@camara.gov.br
487,178882,Titular,72,5830768,ANDRE LUIZ CARVALHO RIBEIRO,ANDRÉ FUFUCA,http://www.camara.gov.br/internet/deputado/bandep/178882.jpg,masculino,MA,PP,945,4,3215-5945,dep.andrefufuca@camara.gov.br
488,74040,Titular,131,5830769,BENJAMIN GOMES MARANHÃO NETO,BENJAMIN MARANHÃO,http://www.camara.gov.br/internet/deputado/bandep/74040.jpg,masculino,PB,SD,458,4,3215-5458,dep.benjaminmaranhao@camara.gov.br
489,73483,Titular,500,5830770,LUIS CARLOS HEINZE,LUIS CARLOS HEINZE,http://www.camara.gov.br/internet/deputado/bandep/73483.jpg,masculino,RS,PP,526,4,3215-5526,dep.luiscarlosheinze@camara.gov.br
490,178846,Titular,36,5830771,ALFREDO PEREIRA DO NASCIMENTO,ALFREDO NASCIMENTO,http://www.camara.gov.br/internet/deputado/bandep/178846.jpg,masculino,AM,PR,401,4,3215-5401,dep.alfredonascimento@camara.gov.br
491,178989,Titular,330,5830772,RENATA HELLMEISTER DE ABREU,RENATA ABREU,http://www.camara.gov.br/internet/deputado/bandep/178989.jpg,feminino,SP,PODE,726,4,3215-5726,dep.renataabreu@camara.gov.br
492,178865,Titular,94,5830773,FLAVIO ALVES SABINO,CABO SABINO,http://www.camara.gov.br/internet/deputado/bandep/178865.jpg,masculino,CE,PR,617,4,3215-5617,dep.cabosabino@camara.gov.br
493,160612,Titular,320,5830774,SERGIO ZVEITER,SERGIO ZVEITER,http://www.camara.gov.br/internet/deputado/bandep/160612.jpg,masculino,RJ,PODE,437,4,3215-5437,dep.sergiozveiter@camara.gov.br
494,178951,Titular,123,5830775,RAFAEL HUETE DA MOTTA,RAFAEL MOTTA,http://www.camara.gov.br/internet/deputado/bandep/178951.jpg,masculino,RN,PSB,737,4,3215-5737,dep.rafaelmotta@camara.gov.br
495,141536,Titular,134,5830776,RÔMULO JOSÉ DE GOUVEIA,RÔMULO GOUVEIA,http://www.camara.gov.br/internet/deputado/bandep/141536.jpg,masculino,PB,PSD,411,4,3215-5411,dep.romulogouveia@camara.gov.br
496,160598,Titular,422,5830778,FLÁVIA CARREIRO ALBUQUERQUE MORAIS,FLÁVIA MORAIS,http://www.camara.gov.br/internet/deputado/bandep/160598.jpg,feminino,GO,PDT,738,4,3215-5738,dep.flaviamorais@camara.gov.br
497,178973,Titular,332,5830779,ANA LUCIA LIPPAUS PERUGINI,ANA PERUGINI,http://www.camara.gov.br/internet/deputado/bandep/178973.jpg,feminino,SP,PT,436,4,3215-5436,dep.anaperugini@camara.gov.br
498,141458,Titular,187,5830780,JOÃO CARLOS PAOLILO BACELAR FILHO,JOÃO CARLOS BACELAR,http://www.camara.gov.br/internet/deputado/bandep/141458.jpg,masculino,BA,PR,928,4,3215-5928,dep.joaocarlosbacelar@camara.gov.br
499,160556,Titular,259,5830781,JOÃO CARLOS SIQUEIRA,PADRE JOÃO,http://www.camara.gov.br/internet/deputado/bandep/160556.jpg,masculino,MG,PT,743,4,3215-5743,dep.padrejoao@camara.gov.br
500,160561,Titular,375,5830782,JOSÉ OLIMPIO SILVEIRA MORAES,MISSIONÁRIO JOSÉ OLIMPIO,http://www.camara.gov.br/internet/deputado/bandep/160561.jpg,masculino,SP,DEM,507,4,3215-5507,dep.missionariojoseolimpio@camara.gov.br
501,160653,Titular,385,5830784,ROBERTO ALVES DE LUCENA,ROBERTO DE LUCENA,http://www.camara.gov.br/internet/deputado/bandep/160653.jpg,masculino,SP,PV,235,4,3215-5235,dep.robertodelucena@camara.gov.br
502,141478,Titular,412,5830785,LAERTE RODRIGUES DE BESSA,LAERTE BESSA,http://www.camara.gov.br/internet/deputado/bandep/141478.jpg,masculino,DF,PR,340,4,3215-5340,dep.laertebessa@camara.gov.br
503,195997,Suplente,587,5830906,POLLYANA FATIMA GAMA SANTOS,POLLYANA GAMA,http://www.camara.gov.br/internet/deputado/bandep/195997.jpg,feminino,SP,PPS,921,4,3215-5921,dep.pollyanagama@camara.gov.br
504,74308,Titular,553,5830845,VICENTE FERREIRA DE ARRUDA COELHO,VICENTE ARRUDA,http://www.camara.gov.br/internet/deputado/bandep/74308.jpg,masculino,CE,PDT,911,4,3215-5911,dep.vicentearruda@camara.gov.br
505,132056,Titular,373,5830342,PAULO SALIM MALUF,PAULO MALUF,http://www.camara.gov.br/internet/deputado/bandep/132056.jpg,masculino,SP,PP,512,4,3215-5512,dep.paulomaluf@camara.gov.br
506,194258,Suplente,571,5830873,CLEUZA PEREIRA DO NASCIMENTO,CREUZA PEREIRA,http://www.camara.gov.br/internet/deputado/bandep/194258.jpg,feminino,PE,PSB,662,4,3215-5662,dep.creuzapereira@camara.gov.br
507,81366,Titular,588,5830907,LUANA MARIA DA SILVA COSTA,LUANA COSTA,http://www.camara.gov.br/internet/deputado/bandep/81366.jpg,feminino,MA,PSB,324,4,3215-5324,dep.luanacosta@camara.gov.br
508,195866,Titular,591,5830910,FRANCISCO VAIDON OLIVEIRA,VAIDON OLIVEIRA,http://www.camara.gov.br/internet/deputado/bandep/195866.jpg,masculino,CE,PROS,570,3,3215-5570,dep.vaidonoliveira@camara.gov.br
509,66179,Titular,593,5830912,NORMA AYUB ALVES,NORMA AYUB,http://www.camara.gov.br/internet/deputado/bandep/66179.jpg,feminino,ES,DEM,601,4,3215-5601,dep.normaayub@camara.gov.br
510,160581,Suplente,597,5830916,ASSIS FLÁVIO DA SILVA MELO,ASSIS MELO,http://www.camara.gov.br/internet/deputado/bandep/160581.jpg,masculino,RS,PCdoB,625,4,3215-5625,dep.assismelo@camara.gov.br
511,73934,Suplente,606,5830925,CARLOS ALBERTO CAVALCANTE DE SOUZA,CARLOS SOUZA,http://www.camara.gov.br/internet/deputado/bandep/73934.jpg,masculino,AM,PSDB,521,4,3215-5521,dep.carlossouza@camara.gov.br
