,Unnamed: 0,ideCadastro,codOrcamento,condicao,matricula,idParlamentar,nome,nomeParlamentar,urlFoto,sexo,uf,partido,gabinete,anexo,fone,email,comissoes,qtdPropostas,qtdPresencas,qtdAusencias
374,371,74177,3430.0,Titular,50,5830657,MARINHA CÉLIA ROCHA RAUPP DE MATOS,MARINHA RAUPP,http://www.camara.gov.br/internet/deputado/bandep/74177.jpg,feminino,RO,PMDB,614,4,3215-5614,dep.marinharaupp@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,32.0,14
375,372,74400,1986.0,Titular,513,5830669,PAULO ROBERTO SEVERO PIMENTA,PAULO PIMENTA,http://www.camara.gov.br/internet/deputado/bandep/74400.jpg,masculino,RS,PT,552,4,3215-5552,dep.paulopimenta@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,23.0,25
376,373,160640,2759.0,Titular,242,5830677,EROS FERREIRA BIONDINI,EROS BIONDINI,http://www.camara.gov.br/internet/deputado/bandep/160640.jpg,masculino,MG,PROS,321,4,3215-5321,dep.erosbiondini@camara.gov.br,"{u'titular': None, u'suplente': None}",4.0,31.0,16
377,374,141417,2370.0,Titular,2,5830686,ÉDIO VIEIRA LOPES,EDIO LOPES,http://www.camara.gov.br/internet/deputado/bandep/141417.jpg,masculino,RR,PR,408,4,3215-5408,dep.ediolopes@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,32.0,15
378,375,160651,2856.0,Titular,483,5830697,ROGÉRIO MENDONÇA,ROGÉRIO PENINHA MENDONÇA,http://www.camara.gov.br/internet/deputado/bandep/160651.jpg,masculino,SC,PMDB,656,4,3215-5656,dep.rogeriopeninhamendonca@camara.gov.br,"{u'titular': None, u'suplente': None}",7.0,47.0,1
379,376,178964,3298.0,Titular,504,5830703,HEITOR JOSE SCHUCH,HEITOR SCHUCH,http://www.camara.gov.br/internet/deputado/bandep/178964.jpg,masculino,RS,PSB,277,3,3215-5277,dep.heitorschuch@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,40.0,6
380,377,141445,2400.0,Titular,503,5830709,GILBERTO JOSÉ SPIER VARGAS,PEPE VARGAS,http://www.camara.gov.br/internet/deputado/bandep/141445.jpg,masculino,RS,PT,858,4,3215-5858,dep.pepevargas@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,39.0,8
381,378,160552,2861.0,Titular,495,5830726,DANRLEI DE DEUS HINTERHOLZ,DANRLEI DE DEUS HINTERHOLZ,http://www.camara.gov.br/internet/deputado/bandep/160552.jpg,masculino,RS,PSD,566,3,3215-5566,dep.danrleidedeushinterholz@camara.gov.br,"{u'titular': None, u'suplente': None}",5.0,27.0,19
382,379,178954,3706.0,Titular,46,5830729,LUCIO ANTONIO MOSQUINI,LUCIO MOSQUINI,http://www.camara.gov.br/internet/deputado/bandep/178954.jpg,masculino,RO,PMDB,333,4,3215-5333,dep.luciomosquini@camara.gov.br,"{u'titular': None, u'suplente': None}",6.0,34.0,13
383,380,178901,3769.0,Titular,437,5830732,TEREZA CRISTINA CORREA DA COSTA DIAS,TEREZA CRISTINA,http://www.camara.gov.br/internet/deputado/bandep/178901.jpg,feminino,MS,PSB,448,4,3215-5448,dep.terezacristina@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,27.0,20
384,381,74319,1168.0,Titular,118,5830740,JOSÉ FRANCISCO PAES LANDIM,PAES LANDIM,http://www.camara.gov.br/internet/deputado/bandep/74319.jpg,masculino,PI,PTB,648,4,3215-5648,dep.paeslandim@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,36.0,12
385,382,159238,2763.0,Titular,254,5830743,MARCUS VINÍCIUS CAETANO PESTANA DA SILVA,MARCUS PESTANA,http://www.camara.gov.br/internet/deputado/bandep/159238.jpg,masculino,MG,PSDB,715,4,3215-5715,dep.marcuspestana@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,40.0,7
386,383,92776,2924.0,Titular,267,5830746,STEFANO AGUIAR DOS SANTOS,STEFANO AGUIAR,http://www.camara.gov.br/internet/deputado/bandep/92776.jpg,masculino,MG,PSD,341,4,3215-5341,dep.stefanoaguiar@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,35.0,12
387,384,160636,2716.0,Titular,139,5830752,JOSÉ WILSON SANTIAGO FILHO,WILSON FILHO,http://www.camara.gov.br/internet/deputado/bandep/160636.jpg,masculino,PB,PTB,534,4,3215-5534,dep.wilsonfilho@camara.gov.br,"{u'titular': None, u'suplente': None}",6.0,36.0,11
388,385,160621,2847.0,Titular,465,5830763,SANDRO ALEX CRUZ DE OLIVEIRA,SANDRO ALEX,http://www.camara.gov.br/internet/deputado/bandep/160621.jpg,masculino,PR,PSD,221,4,3215-5221,dep.sandroalex@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,43.0,5
389,386,74040,1268.0,Titular,131,5830769,BENJAMIN GOMES MARANHÃO NETO,BENJAMIN MARANHÃO,http://www.camara.gov.br/internet/deputado/bandep/74040.jpg,masculino,PB,SD,458,4,3215-5458,dep.benjaminmaranhao@camara.gov.br,"{u'titular': None, u'suplente': None}",5.0,35.0,10
390,387,178989,3746.0,Titular,330,5830772,RENATA HELLMEISTER DE ABREU,RENATA ABREU,http://www.camara.gov.br/internet/deputado/bandep/178989.jpg,feminino,SP,PODE,726,4,3215-5726,dep.renataabreu@camara.gov.br,"{u'titular': None, u'suplente': None}",14.0,9.0,7
392,388,141458,1270.0,Titular,187,5830780,JOÃO CARLOS PAOLILO BACELAR FILHO,JOÃO CARLOS BACELAR,http://www.camara.gov.br/internet/deputado/bandep/141458.jpg,masculino,BA,PR,928,4,3215-5928,dep.joaocarlosbacelar@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,16.0,31
393,389,74299,3270.0,Titular,96,5830786,JOSÉ LEÔNIDAS DE MENEZES CRISTINO,LEÔNIDAS CRISTINO,http://www.camara.gov.br/internet/deputado/bandep/74299.jpg,masculino,CE,PDT,948,4,3215-5948,dep.leonidascristino@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,38.0,10
394,390,160611,2766.0,Titular,264,5830792,ANTÔNIO PINHEIRO JÚNIOR,TONINHO PINHEIRO,http://www.camara.gov.br/internet/deputado/bandep/160611.jpg,masculino,MG,PP,584,3,3215-5584,dep.toninhopinheiro@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,42.0,6
395,391,160660,2808.0,Suplente,522,5830805,MARCELO THEODORO DE AGUIAR,MARCELO AGUIAR,http://www.camara.gov.br/internet/deputado/bandep/160660.jpg,masculino,SP,DEM,367,3,3215-5367,dep.marceloaguiar@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,39.0,9
396,392,181316,0.0,Suplente,538,5830829,ELIZEU DIONIZIO SOUZA  DA SILVA,ELIZEU DIONIZIO,http://www.camara.gov.br/internet/deputado/bandep/181316.jpg,masculino,MS,PSDB,531,4,3215-5531,dep.elizeudionizio@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,25.0,21
397,393,187008,0.0,Suplente,545,5830836,SILAS FREIRE PEREIRA E SILVA,SILAS FREIRE,http://www.camara.gov.br/internet/deputado/bandep/187008.jpg,masculino,PI,PODE,484,3,3215-5484,dep.silasfreire@camara.gov.br,"{u'titular': None, u'suplente': None}",5.0,9.0,3
399,394,191945,0.0,Suplente,557,5830849,JOSÉ AUGUSTO NALIN,ZÉ AUGUSTO NALIN,http://www.camara.gov.br/internet/deputado/bandep/191945.jpg,masculino,RJ,PMDB,302,4,3215-5302,dep.zeaugustonalin@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,43.0,5
400,395,193066,0.0,Suplente,562,5830858,WILSON SILVA BESERRA,WILSON BESERRA,http://www.camara.gov.br/internet/deputado/bandep/193066.jpg,masculino,RJ,PMDB,467,3,3215-5467,dep.wilsonbeserra@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,37.0,10
401,396,160566,2845.0,Suplente,567,5830863,NELSON PADOVANI,NELSON PADOVANI,http://www.camara.gov.br/internet/deputado/bandep/160566.jpg,masculino,PR,PSDB,513,4,3215-5513,dep.nelsonpadovani@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,24.0,21
402,397,194258,0.0,Suplente,571,5830873,CLEUZA PEREIRA DO NASCIMENTO,CREUZA PEREIRA,http://www.camara.gov.br/internet/deputado/bandep/194258.jpg,feminino,PE,PSB,662,4,3215-5662,dep.creuzapereira@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,42.0,5
403,398,194259,0.0,Suplente,572,5830874,GUILHERME CRUZ DE SOUZA COELHO,GUILHERME COELHO,http://www.camara.gov.br/internet/deputado/bandep/194259.jpg,masculino,PE,PSDB,583,3,3215-5583,dep.guilhermecoelho@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,42.0,6
404,399,194261,0.0,Titular,577,5830886,CAJAR ONESIMO RIBEIRO NARDES,CAJAR NARDES,http://www.camara.gov.br/internet/deputado/bandep/194261.jpg,masculino,RS,PR,379,3,3215-5379,dep.cajarnardes@camara.gov.br,"{u'titular': None, u'suplente': None}",4.0,40.0,7
405,400,195143,0.0,Titular,583,5830902,ANDRÉ AUGUSTO CASTRO DO AMARAL FILHO,ANDRÉ AMARAL,http://www.camara.gov.br/internet/deputado/bandep/195143.jpg,masculino,PB,PMDB,276,3,3215-5276,dep.andreamaral@camara.gov.br,"{u'titular': None, u'suplente': None}",14.0,41.0,6
406,401,195997,0.0,Suplente,587,5830906,POLLYANA FATIMA GAMA SANTOS,POLLYANA GAMA,http://www.camara.gov.br/internet/deputado/bandep/195997.jpg,feminino,SP,PPS,921,4,3215-5921,dep.pollyanagama@camara.gov.br,"{u'titular': None, u'suplente': None}",7.0,35.0,13
407,402,141522,2418.0,Titular,589,5830908,RAIMUNDO SABINO CASTELO BRANCO MAUÉS,SABINO CASTELO BRANCO,http://www.camara.gov.br/internet/deputado/bandep/141522.jpg,masculino,AM,PTB,474,3,3215-5474,dep.sabinocastelobranco@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,32.0,15
408,403,171620,2976.0,Titular,590,5830909,RENATO BARBOSA DE ANDRADE,RENATO ANDRADE,http://www.camara.gov.br/internet/deputado/bandep/171620.jpg,masculino,MG,PP,483,3,3215-5483,dep.renatoandrade@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,41.0,7
409,404,195866,0.0,Titular,591,5830910,FRANCISCO VAIDON OLIVEIRA,VAIDON OLIVEIRA,http://www.camara.gov.br/internet/deputado/bandep/195866.jpg,masculino,CE,PROS,570,3,3215-5570,dep.vaidonoliveira@camara.gov.br,"{u'titular': None, u'suplente': None}",4.0,37.0,11
410,405,196357,0.0,Suplente,594,5830913,DEJORGE PATRICIO DA SILVA,DEJORGE PATRÍCIO,http://www.camara.gov.br/internet/deputado/bandep/196357.jpg,masculino,RJ,PRB,714,4,3215-5714,dep.dejorgepatricio@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,36.0,10
411,406,160581,2860.0,Suplente,597,5830916,ASSIS FLÁVIO DA SILVA MELO,ASSIS MELO,http://www.camara.gov.br/internet/deputado/bandep/160581.jpg,masculino,RS,PCdoB,625,4,3215-5625,dep.assismelo@camara.gov.br,"{u'titular': None, u'suplente': None}",9.0,44.0,4
412,408,73808,2471.0,Titular,213,5830291,SÉRGIO LUÍS LACERDA BRITO,SÉRGIO BRITO,http://www.camara.gov.br/internet/deputado/bandep/73808.jpg,masculino,BA,PSD,638,4,3215-5638,dep.sergiobrito@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,24.0,24
413,409,74398,1983.0,Titular,508,5830300,MARIA DO ROSÁRIO NUNES,MARIA DO ROSÁRIO,http://www.camara.gov.br/internet/deputado/bandep/74398.jpg,feminino,RS,PT,312,4,3215-5312,dep.mariadorosario@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,26.0,21
414,410,160643,2772.0,Titular,278,5830309,JORGE SILVA,DR. JORGE SILVA,http://www.camara.gov.br/internet/deputado/bandep/160643.jpg,masculino,ES,PHS,227,4,3215-5227,dep.dr.jorgesilva@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,42.0,5
415,411,74041,1271.0,Titular,133,5830317,LUIZ ALBUQUERQUE COUTO,LUIZ COUTO,http://www.camara.gov.br/internet/deputado/bandep/74041.jpg,masculino,PB,PT,442,4,3215-5442,dep.luizcouto@camara.gov.br,"{u'titular': None, u'suplente': None}",4.0,47.0,1
416,412,131943,2573.0,Titular,147,5830323,Jarbas de Andrade Vasconcelos,JARBAS VASCONCELOS,http://www.camara.gov.br/internet/deputado/bandep/131943.jpg,masculino,PE,PMDB,304,4,3215-5304,dep.jarbasvasconcelos@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,46.0,1
417,413,160511,2776.0,Titular,287,5830329,ALESSANDRO LUCCIOLA MOLON,ALESSANDRO MOLON,http://www.camara.gov.br/internet/deputado/bandep/160511.jpg,masculino,RJ,REDE,652,4,3215-5652,dep.alessandromolon@camara.gov.br,"{u'titular': None, u'suplente': None}",4.0,31.0,16
418,414,141553,2366.0,Titular,394,5830332,VANDERLEI MACRIS,VANDERLEI MACRIS,http://www.camara.gov.br/internet/deputado/bandep/141553.jpg,masculino,SP,PSDB,348,4,3215-5348,dep.vanderleimacris@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,39.0,9
419,415,160674,2712.0,Titular,132,5830343,HUGO MOTTA WANDERLEY DA NÓBREGA,HUGO MOTTA,http://www.camara.gov.br/internet/deputado/bandep/160674.jpg,masculino,PB,PMDB,237,4,3215-5237,dep.hugomotta@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,32.0,13
420,416,141428,2409.0,Titular,119,5830349,FÁBIO SALUSTINO MESQUITA DE FARIA,FÁBIO FARIA,http://www.camara.gov.br/internet/deputado/bandep/141428.jpg,masculino,RN,PSD,706,4,3215-5706,dep.fabiofaria@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,26.0,21
421,417,178984,3729.0,Titular,377,5830360,MIGUEL MOUBADDA HADDAD,MIGUEL HADDAD,http://www.camara.gov.br/internet/deputado/bandep/178984.jpg,masculino,SP,PSDB,250,4,3215-5250,dep.miguelhaddad@camara.gov.br,"{u'titular': None, u'suplente': None}",5.0,37.0,11
422,419,178896,3734.0,Titular,247,5830372,NEWTON CARDOSO JUNIOR,NEWTON CARDOSO JR,http://www.camara.gov.br/internet/deputado/bandep/178896.jpg,masculino,MG,PMDB,932,4,3215-5932,dep.newtoncardosojr@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,26.0,21
423,420,160518,2768.0,Titular,270,5830380,WELITON FERNANDES PRADO,WELITON PRADO,http://www.camara.gov.br/internet/deputado/bandep/160518.jpg,masculino,MG,PROS,862,4,3215-5862,dep.welitonprado@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,45.0,3
424,421,160646,2842.0,Titular,450,5830383,FERNANDO DESTITO FRANCISCHINI,DELEGADO FRANCISCHINI,http://www.camara.gov.br/internet/deputado/bandep/160646.jpg,masculino,PR,SD,265,3,3215-5265,dep.delegadofrancischini@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,31.0,16
425,422,73891,3173.0,Titular,491,5830385,DARCÍSIO PAULO PERONDI,DARCÍSIO PERONDI,http://www.camara.gov.br/internet/deputado/bandep/73891.jpg,masculino,RS,PMDB,518,4,3215-5518,dep.darcisioperondi@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,45.0,3
426,423,74378,1963.0,Titular,443,5830386,ASSIS MIGUEL DO COUTO,ASSIS DO COUTO,http://www.camara.gov.br/internet/deputado/bandep/74378.jpg,masculino,PR,PDT,428,4,3215-5428,dep.assisdocouto@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,38.0,10
427,424,178860,3738.0,Titular,215,5830391,PAULO VELLOSO DANTAS AZI,PAULO AZI,http://www.camara.gov.br/internet/deputado/bandep/178860.jpg,masculino,BA,DEM,635,4,3215-5635,dep.pauloazi@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,41.0,6
428,425,178949,3784.0,Titular,126,5830392,ZENAIDE MAIA CALADO PEREIRA DOS SANTOS,ZENAIDE MAIA,http://www.camara.gov.br/internet/deputado/bandep/178949.jpg,feminino,RN,PR,439,4,3215-5439,dep.zenaidemaia@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,44.0,3
429,426,74558,3542.0,Titular,166,5830400,GIVALDO DE SÁ GOUVEIA,GIVALDO CARIMBÃO,http://www.camara.gov.br/internet/deputado/bandep/74558.jpg,masculino,AL,PHS,732,4,3215-5732,dep.givaldocarimbao@camara.gov.br,"{u'titular': None, u'suplente': None}",5.0,34.0,14
430,427,178839,3640.0,Titular,56,5830403,JESSICA ROJAS SALES,JÉSSICA SALES,http://www.camara.gov.br/internet/deputado/bandep/178839.jpg,feminino,AC,PMDB,952,4,3215-5952,dep.jessicasales@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,16.0,32
431,428,74010,1063.0,Titular,489,5830406,VALDIR COLATTO,VALDIR COLATTO,http://www.camara.gov.br/internet/deputado/bandep/74010.jpg,masculino,SC,PMDB,516,4,3215-5516,dep.valdircolatto@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,39.0,8
432,429,167493,2942.0,Titular,83,5830409,WEVERTON ROCHA MARQUES DE SOUSA,WEVERTON ROCHA,http://www.camara.gov.br/internet/deputado/bandep/167493.jpg,masculino,MA,PDT,405,4,3215-5405,dep.wevertonrocha@camara.gov.br,"{u'titular': None, u'suplente': None}",7.0,21.0,25
433,430,178877,3103.0,Titular,426,5830415,FABIO FERNANDES DE SOUSA,FÁBIO SOUSA,http://www.camara.gov.br/internet/deputado/bandep/178877.jpg,masculino,GO,PSDB,271,3,3215-5271,dep.fabiosousa@camara.gov.br,"{u'titular': None, u'suplente': None}",13.0,37.0,9
434,431,73458,3680.0,Titular,445,5830426,ALEX CANZIANI SILVEIRA,ALEX CANZIANI,http://www.camara.gov.br/internet/deputado/bandep/73458.jpg,masculino,PR,PTB,842,4,3215-5842,dep.alexcanziani@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,29.0,18
435,432,178885,3698.0,Titular,78,5830432,ANTONIO DA CRUZ FILGUEIRA JUNIOR,JUNIOR MARRECA,http://www.camara.gov.br/internet/deputado/bandep/178885.jpg,masculino,MA,PEN,537,4,3215-5537,dep.juniormarreca@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,27.0,19
436,433,178829,3064.0,Titular,346,5830434,JOSE AUGUSTO ROSA,CAPITÃO AUGUSTO,http://www.camara.gov.br/internet/deputado/bandep/178829.jpg,masculino,SP,PR,273,3,3215-5273,dep.capitaoaugusto@camara.gov.br,"{u'titular': None, u'suplente': None}",31.0,45.0,3
437,434,178955,3708.0,Titular,48,5830435,LUIZ CLAUDIO PEREIRA ALVES,LUIZ CLÁUDIO,http://www.camara.gov.br/internet/deputado/bandep/178955.jpg,masculino,RO,PR,643,4,3215-5643,dep.luizclaudio@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,41.0,7
438,435,160536,2853.0,Titular,478,5830440,MARCO ANTONIO TEBALDI,MARCO TEBALDI,http://www.camara.gov.br/internet/deputado/bandep/160536.jpg,masculino,SC,PSDB,284,3,3215-5284,dep.marcotebaldi@camara.gov.br,"{u'titular': None, u'suplente': None}",4.0,37.0,10
439,436,160666,2742.0,Titular,195,5830443,FELIX DE ALMEIDA MENDONÇA JÚNIOR,FÉLIX MENDONÇA JÚNIOR,http://www.camara.gov.br/internet/deputado/bandep/160666.jpg,masculino,BA,PDT,912,4,3215-5912,dep.felixmendoncajunior@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,40.0,7
440,437,178883,3090.0,Titular,73,5830448,ELIZIANE PEREIRA GAMA FERREIRA,ELIZIANE GAMA,http://www.camara.gov.br/internet/deputado/bandep/178883.jpg,feminino,MA,PPS,205,4,3215-5205,dep.elizianegama@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,39.0,8
441,438,74399,1984.0,Titular,510,5830449,ONYX DORNELLES LORENZONI,ONYX LORENZONI,http://www.camara.gov.br/internet/deputado/bandep/74399.jpg,masculino,RS,DEM,828,4,3215-5828,dep.onyxlorenzoni@camara.gov.br,"{u'titular': None, u'suplente': None}",12.0,28.0,18
442,439,160654,2765.0,Titular,262,5830452,RENZO DO AMARAL BRAZ,RENZO BRAZ,http://www.camara.gov.br/internet/deputado/bandep/160654.jpg,masculino,MG,PP,736,4,3215-5736,dep.renzobraz@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,29.0,18
443,440,141408,2388.0,Titular,70,5830455,CLEBER VERDE CORDEIRO MENDES,CLEBER VERDE,http://www.camara.gov.br/internet/deputado/bandep/141408.jpg,masculino,MA,PRB,710,4,3215-5710,dep.cleberverde@camara.gov.br,"{u'titular': None, u'suplente': None}",12.0,33.0,14
444,441,141535,2447.0,Titular,124,5830463,ROGÉRIO SIMONETTI MARINHO,ROGÉRIO MARINHO,http://www.camara.gov.br/internet/deputado/bandep/141535.jpg,masculino,RN,PSDB,446,4,3215-5446,dep.rogeriomarinho@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,34.0,13
445,442,141482,2481.0,Titular,255,5830466,LEONARDO LEMOS BARROS QUINTÃO,LEONARDO QUINTÃO,http://www.camara.gov.br/internet/deputado/bandep/141482.jpg,masculino,MG,PMDB,914,4,3215-5914,dep.leonardoquintao@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,34.0,12
446,443,73579,3630.0,Titular,410,5830472,JOÃO ALBERTO FRAGA SILVA,ALBERTO FRAGA,http://www.camara.gov.br/internet/deputado/bandep/73579.jpg,masculino,DF,DEM,511,4,3215-5511,dep.albertofraga@camara.gov.br,"{u'titular': None, u'suplente': None}",8.0,45.0,3
447,444,74275,1593.0,Titular,367,5830475,JOSÉ MENTOR GUILHERME DE MELLO NETTO,JOSÉ MENTOR,http://www.camara.gov.br/internet/deputado/bandep/74275.jpg,masculino,SP,PT,502,4,3215-5502,dep.josementor@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,27.0,20
448,445,178853,3062.0,Titular,196,5830486,LUIZ CARLOS CAETANO,CAETANO,http://www.camara.gov.br/internet/deputado/bandep/178853.jpg,masculino,BA,PT,415,4,3215-5415,dep.caetano@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,30.0,17
449,446,73720,1881.0,Titular,479,5830492,César Antonio de Souza,CESAR SOUZA,http://www.camara.gov.br/internet/deputado/bandep/73720.jpg,masculino,SC,PSD,609,4,3215-5609,dep.cesarsouza@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,33.0,12
450,447,178908,3082.0,Titular,22,5830498,EDER MAURO CARDOSO BARRA,DELEGADO ÉDER MAURO,http://www.camara.gov.br/internet/deputado/bandep/178908.jpg,masculino,PA,PSD,586,3,3215-5586,dep.delegadoedermauro@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,40.0,7
451,448,73931,1142.0,Titular,25,5830518,JOSÉ GERALDO TORRES DA SILVA,ZÉ GERALDO,http://www.camara.gov.br/internet/deputado/bandep/73931.jpg,masculino,PA,PT,266,3,3215-5266,dep.zegeraldo@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,31.0,15
452,449,4931,2363.0,Titular,408,5830526,IZALCI LUCAS FERREIRA,IZALCI LUCAS,http://www.camara.gov.br/internet/deputado/bandep/4931.jpg,masculino,DF,PSDB,602,4,3215-5602,dep.izalcilucas@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,31.0,17
453,450,178977,3089.0,Titular,353,5830529,EDUARDO PEDROSA CURY,EDUARDO CURY,http://www.camara.gov.br/internet/deputado/bandep/178977.jpg,masculino,SP,PSDB,368,3,3215-5368,dep.eduardocury@camara.gov.br,"{u'titular': None, u'suplente': None}",4.0,42.0,5
454,451,74376,1451.0,Titular,438,5830534,VANDER LUIZ DOS SANTOS LOUBET,VANDER LOUBET,http://www.camara.gov.br/internet/deputado/bandep/74376.jpg,masculino,MS,PT,838,4,3215-5838,dep.vanderloubet@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,35.0,12
455,452,178871,3093.0,Titular,274,5830535,EVAIR VIEIRA DE MELO,EVAIR VIEIRA DE MELO,http://www.camara.gov.br/internet/deputado/bandep/178871.jpg,masculino,ES,PV,443,4,3215-5443,dep.evairvieirademelo@camara.gov.br,"{u'titular': None, u'suplente': None}",10.0,36.0,12
456,453,178944,3749.0,Titular,324,5830540,ROBERTO DA SILVA SALES,ROBERTO SALES,http://www.camara.gov.br/internet/deputado/bandep/178944.jpg,masculino,RJ,PRB,332,4,3215-5332,dep.robertosales@camara.gov.br,"{u'titular': None, u'suplente': None}",16.0,23.0,24
457,454,74216,3433.0,Titular,102,5830549,RAIMUNDO GOMES DE MATOS,RAIMUNDO GOMES DE MATOS,http://www.camara.gov.br/internet/deputado/bandep/74216.jpg,masculino,CE,PSDB,725,4,3215-5725,dep.raimundogomesdematos@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,37.0,10
458,455,141427,2368.0,Titular,238,5830552,FÁBIO AUGUSTO RAMALHO DOS SANTOS,FÁBIO RAMALHO,http://www.camara.gov.br/internet/deputado/bandep/141427.jpg,masculino,MG,PMDB,452,4,3215-5452,dep.fabioramalho@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,22.0,24
459,456,178842,3684.0,Titular,167,5830555,JOAO HENRIQUE HOLANDA  CALDAS,JHC,http://www.camara.gov.br/internet/deputado/bandep/178842.jpg,masculino,AL,PSB,958,4,3215-5958,dep.jhc@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,22.0,23
460,457,178969,3100.0,Titular,177,5830569,FABIO CRUZ MITIDIERI,FÁBIO MITIDIERI,http://www.camara.gov.br/internet/deputado/bandep/178969.jpg,masculino,SE,PSD,286,3,3215-5286,dep.fabiomitidieri@camara.gov.br,"{u'titular': None, u'suplente': None}",8.0,39.0,8
461,458,105112,3060.0,Titular,14,5830572,LUIZ GIONILSON PINHEIRO BORGES,CABUÇU BORGES,http://www.camara.gov.br/internet/deputado/bandep/105112.jpg,masculino,AP,PMDB,380,3,3215-5380,dep.cabucuborges@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,41.0,5
462,459,74419,1218.0,Titular,143,5830575,LUIZ GONZAGA PATRIOTA,GONZAGA PATRIOTA,http://www.camara.gov.br/internet/deputado/bandep/74419.jpg,masculino,PE,PSB,430,4,3215-5430,dep.gonzagapatriota@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,21.0,26
463,460,74762,3351.0,Titular,265,5830577,JOSÉ SARAIVA FELIPE,SARAIVA FELIPE,http://www.camara.gov.br/internet/deputado/bandep/74762.jpg,masculino,MG,PMDB,429,4,3215-5429,dep.saraivafelipe@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,37.0,10
464,461,160667,2801.0,Titular,348,5830578,GUILHERME MUSSI FERREIRA,GUILHERME MUSSI,http://www.camara.gov.br/internet/deputado/bandep/160667.jpg,masculino,SP,PP,712,4,3215-5712,dep.guilhermemussi@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,14.0,33
465,462,74574,3568.0,Titular,214,5830592,PAULO SÉRGIO PARANHOS DE MAGALHÃES,PAULO MAGALHÃES,http://www.camara.gov.br/internet/deputado/bandep/74574.jpg,masculino,BA,PSD,903,4,3215-5903,dep.paulomagalhaes@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,39.0,9
466,463,178900,3069.0,Titular,433,5830595,CARLOS EDUARDO XAVIER MARUN,CARLOS MARUN,http://www.camara.gov.br/internet/deputado/bandep/178900.jpg,masculino,MS,PMDB,856,4,3215-5856,dep.carlosmarun@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,20.0,26
